sub_category,download_size,speciality,origin_url,download_url,topic,course,department,course_id,department_id
Electrical Engineering,17.05 MB,Signal Processing,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-551j-acoustics-of-speech-and-hearing-fall-2004/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/6/6-551j-fall-2004/6-551j-fall-2004.zip,Engineering,Acoustics of Speech and Hearing,Electrical Engineering and Computer Science,6-551j-acoustics-of-speech-and-hearing-fall-2004,electrical-engineering-and-computer-science
Philosophy,3.17 MB,Epistemology,https://ocw.mit.edu/courses/linguistics-and-philosophy/24-201-topics-in-the-history-of-philosophy-kant-fall-2005/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/24/24-201-fall-2005/24-201-fall-2005.zip,Humanities,Topics in the History of Philosophy: Kant,Linguistics and Philosophy,24-201-topics-in-the-history-of-philosophy-kant-fall-2005,linguistics-and-philosophy
Public Administration,3.17 MB,Public Policy,https://ocw.mit.edu/courses/urban-studies-and-planning/11-255-negotiation-and-dispute-resolution-in-the-public-sector-spring-2005/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/11/11-255-spring-2005/11-255-spring-2005.zip,Social Science,Negotiation and Dispute Resolution in the Public Sector,Urban Studies and Planning,11-255-negotiation-and-dispute-resolution-in-the-public-sector-spring-2005,urban-studies-and-planning
Asian Studies,3.83 MB,,https://ocw.mit.edu/courses/history/21h-580-from-the-silk-road-to-the-great-game-china-russia-and-central-eurasia-fall-2003/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/21H/21h-580-fall-2003/21h-580-fall-2003.zip,Society,"From the Silk Road to the Great Game: China, Russia, and Central Eurasia",History,21h-580-from-the-silk-road-to-the-great-game-china-russia-and-central-eurasia-fall-2003,history
Calculus,92.82 MB,,https://ocw.mit.edu/courses/mathematics/18-01-single-variable-calculus-fall-2006/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/18/18-01-fall-2006/18-01-fall-2006.zip,Mathematics,Single Variable Calculus,Mathematics,18-01-single-variable-calculus-fall-2006,mathematics
Operations Management,44.03 MB,,https://ocw.mit.edu/courses/sloan-school-of-management/15-053-optimization-methods-in-management-science-spring-2013/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/15/15-053-spring-2013/15-053-spring-2013.zip,Business,Optimization Methods in Management Science,Sloan School of Management,15-053-optimization-methods-in-management-science-spring-2013,sloan-school-of-management
Visual Arts,8.31 MB,Film and Video,https://ocw.mit.edu/courses/global-studies-and-languages/21g-031j-topics-in-the-avant-garde-in-literature-and-cinema-spring-2003/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/21G/21g-031j-spring-2003/21g-031j-spring-2003.zip,Fine Arts,Topics in the Avant-Garde in Literature and Cinema,Global Studies and Languages,21g-031j-topics-in-the-avant-garde-in-literature-and-cinema-spring-2003,global-studies-and-languages
Biology,15.80 MB,Cell Biology,https://ocw.mit.edu/courses/biological-engineering/20-410j-molecular-cellular-and-tissue-biomechanics-be-410j-spring-2003/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/20/20-410j-spring-2003/20-410j-spring-2003.zip,Science,"Molecular, Cellular and Tissue Biomechanics (BE.410J)",Biological Engineering,20-410j-molecular-cellular-and-tissue-biomechanics-be-410j-spring-2003,biological-engineering
Computer Science,7.12 MB,Programming Languages,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-090-building-programming-experience-a-lead-in-to-6-001-january-iap-2005/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/6/6-090-january-iap-2005/6-090-january-iap-2005.zip,Engineering,Building Programming Experience: A Lead-In to 6.001,Electrical Engineering and Computer Science,6-090-building-programming-experience-a-lead-in-to-6-001-january-iap-2005,electrical-engineering-and-computer-science
Linguistics,4.36 MB,,https://ocw.mit.edu/courses/linguistics-and-philosophy/24-251-introduction-to-philosophy-of-language-spring-2005/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/24/24-251-spring-2005/24-251-spring-2005.zip,Humanities,Introduction to Philosophy of Language,Linguistics and Philosophy,24-251-introduction-to-philosophy-of-language-spring-2005,linguistics-and-philosophy
Public Administration,3.19 MB,Public Policy,https://ocw.mit.edu/courses/urban-studies-and-planning/11-007-resolving-public-disputes-spring-2005/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/11/11-007-spring-2005/11-007-spring-2005.zip,Social Science,Resolving Public Disputes,Urban Studies and Planning,11-007-resolving-public-disputes-spring-2005,urban-studies-and-planning
Asian Studies,5.70 MB,,https://ocw.mit.edu/courses/history/21h-522-japan-in-the-age-of-the-samurai-history-and-film-fall-2006/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/21H/21h-522-fall-2006/21h-522-fall-2006.zip,Society,Japan in the Age of the Samurai:  History and Film,History,21h-522-japan-in-the-age-of-the-samurai-history-and-film-fall-2006,history
Probability and Statistics,7.48 MB,,https://ocw.mit.edu/courses/urban-studies-and-planning/11-220-quantitative-reasoning-statistical-methods-for-planners-i-spring-2009/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/11/11-220-spring-2009/11-220-spring-2009.zip,Mathematics,Quantitative Reasoning & Statistical Methods for Planners I,Urban Studies and Planning,11-220-quantitative-reasoning-statistical-methods-for-planners-i-spring-2009,urban-studies-and-planning
Information Technology,20.16 MB,,https://ocw.mit.edu/courses/health-sciences-and-technology/hst-951j-medical-decision-support-spring-2003/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/HST/hst-951j-spring-2003/hst-951j-spring-2003.zip,Business,Medical Decision Support,Health Sciences and Technology,hst-951j-medical-decision-support-spring-2003,health-sciences-and-technology
Visual Arts,4.75 MB,Film and Video,https://ocw.mit.edu/courses/global-studies-and-languages/21g-056-visual-histories-german-cinema-1945-to-present-fall-2003/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/21G/21g-056-fall-2003/21g-056-fall-2003.zip,Fine Arts,Visual  Histories: German Cinema 1945 to Present,Global Studies and Languages,21g-056-visual-histories-german-cinema-1945-to-present-fall-2003,global-studies-and-languages
Biology,8.55 MB,Cell Biology,https://ocw.mit.edu/courses/biological-engineering/20-450-molecular-and-cellular-pathophysiology-be-450-spring-2005/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/20/20-450-spring-2005/20-450-spring-2005.zip,Science,Molecular and Cellular Pathophysiology (BE.450),Biological Engineering,20-450-molecular-and-cellular-pathophysiology-be-450-spring-2005,biological-engineering
Electrical Engineering,33.82 MB,Robotics and Control Systems,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-231-dynamic-programming-and-stochastic-control-fall-2015/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/6/6-231-fall-2015/6-231-fall-2015.zip,Engineering,Dynamic Programming and Stochastic Control,Electrical Engineering and Computer Science,6-231-dynamic-programming-and-stochastic-control-fall-2015,electrical-engineering-and-computer-science
Philosophy,4.04 MB,Metaphysics,https://ocw.mit.edu/courses/linguistics-and-philosophy/24-221-metaphysics-free-will-fall-2004/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/24/24-221-fall-2004/24-221-fall-2004.zip,Humanities,Metaphysics: Free Will,Linguistics and Philosophy,24-221-metaphysics-free-will-fall-2004,linguistics-and-philosophy
Public Administration,7.87 MB,Environmental Policy,https://ocw.mit.edu/courses/urban-studies-and-planning/11-479-water-and-sanitation-infrastructure-planning-in-developing-countries-spring-2005/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/11/11-479-spring-2005/11-479-spring-2005.zip,Social Science,Water and Sanitation Infrastructure Planning in Developing Countries,Urban Studies and Planning,11-479-water-and-sanitation-infrastructure-planning-in-developing-countries-spring-2005,urban-studies-and-planning
Asian Studies,4.90 MB,,https://ocw.mit.edu/courses/sloan-school-of-management/15-389a-global-entrepreneurship-lab-asia-pacific-fall-2010/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/15/15-389a-fall-2010/15-389a-fall-2010.zip,Society,Global Entrepreneurship Lab: Asia-Pacific,Sloan School of Management,15-389a-global-entrepreneurship-lab-asia-pacific-fall-2010,sloan-school-of-management
Probability and Statistics,29.91 MB,,https://ocw.mit.edu/courses/sloan-school-of-management/15-s50-poker-theory-and-analytics-january-iap-2015/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/15/15-s50-january-iap-2015/15-s50-january-iap-2015.zip,Mathematics,Poker Theory and Analytics,Sloan School of Management,15-s50-poker-theory-and-analytics-january-iap-2015,sloan-school-of-management
Information Technology,8.35 MB,,https://ocw.mit.edu/courses/health-sciences-and-technology/hst-950j-medical-computing-spring-2003/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/HST/hst-950j-spring-2003/hst-950j-spring-2003.zip,Business,Medical Computing,Health Sciences and Technology,hst-950j-medical-computing-spring-2003,health-sciences-and-technology
Media Studies,7.13 MB,,https://ocw.mit.edu/courses/global-studies-and-languages/21g-035-topics-in-culture-and-globalization-fall-2003/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/21G/21g-035-fall-2003/21g-035-fall-2003.zip,Fine Arts,Topics in Culture and Globalization,Global Studies and Languages,21g-035-topics-in-culture-and-globalization-fall-2003,global-studies-and-languages
Physics,18.59 MB,Thermodynamics,https://ocw.mit.edu/courses/biological-engineering/20-110j-thermodynamics-of-biomolecular-systems-fall-2005/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/20/20-110j-fall-2005/20-110j-fall-2005.zip,Science,Thermodynamics of Biomolecular Systems,Biological Engineering,20-110j-thermodynamics-of-biomolecular-systems-fall-2005,biological-engineering
Mechanical Engineering,41.69 MB,,https://ocw.mit.edu/courses/mechanical-engineering/2-71-optics-spring-2014/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/2/2-71-spring-2014/2-71-spring-2014.zip,Engineering,Optics,Mechanical Engineering,2-71-optics-spring-2014,mechanical-engineering
Literature,5.61 MB,Classics,https://ocw.mit.edu/courses/linguistics-and-philosophy/24-01-classics-in-western-philosophy-spring-2006/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/24/24-01-spring-2006/24-01-spring-2006.zip,Humanities,Classics in Western Philosophy,Linguistics and Philosophy,24-01-classics-in-western-philosophy-spring-2006,linguistics-and-philosophy
Urban Studies,21.04 MB,Urban Planning,https://ocw.mit.edu/courses/urban-studies-and-planning/11-204-planning-communications-and-digital-media-fall-2004/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/11/11-204-fall-2004/11-204-fall-2004.zip,Social Science,"Planning, Communications, and Digital Media",Urban Studies and Planning,11-204-planning-communications-and-digital-media-fall-2004,urban-studies-and-planning
Women's Studies,12.91 MB,,https://ocw.mit.edu/courses/womens-and-gender-studies/wgs-151-gender-health-and-society-spring-2016/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/WGS/wgs-151-spring-2016/wgs-151-spring-2016.zip,Society,"Gender, Health, and Society",Women's and Gender Studies,wgs-151-gender-health-and-society-spring-2016,womens-and-gender-studies
Mathematical Analysis,23.70 MB,,https://ocw.mit.edu/courses/mathematics/18-175-theory-of-probability-spring-2014/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/18/18-175-spring-2014/18-175-spring-2014.zip,Mathematics,Theory of Probability,Mathematics,18-175-theory-of-probability-spring-2014,mathematics
Project Management,20.58 MB,,https://ocw.mit.edu/courses/aeronautics-and-astronautics/16-83x-space-systems-engineering-spring-2002-spring-2003/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/16/16-83x-spring-2002-spring-2003/16-83x-spring-2002-spring-2003.zip,Business,Space Systems Engineering,Aeronautics and Astronautics,16-83x-space-systems-engineering-spring-2002-spring-2003,aeronautics-and-astronautics
Media Studies,9.76 MB,,https://ocw.mit.edu/courses/global-studies-and-languages/21g-061-advanced-topics-plotting-terror-in-european-culture-spring-2004/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/21G/21g-061-spring-2004/21g-061-spring-2004.zip,Fine Arts,Advanced Topics: Plotting Terror in European Culture,Global Studies and Languages,21g-061-advanced-topics-plotting-terror-in-european-culture-spring-2004,global-studies-and-languages
Biology,30.12 MB,Computation and Systems Biology,https://ocw.mit.edu/courses/biological-engineering/20-482j-foundations-of-algorithms-and-computational-techniques-in-systems-biology-spring-2006/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/20/20-482j-spring-2006/20-482j-spring-2006.zip,Science,Foundations of Algorithms and Computational Techniques in Systems Biology,Biological Engineering,20-482j-foundations-of-algorithms-and-computational-techniques-in-systems-biology-spring-2006,biological-engineering
Mechanical Engineering,37.18 MB,Mechanical Design,https://ocw.mit.edu/courses/mechanical-engineering/2-080j-structural-mechanics-fall-2013/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/2/2-080j-fall-2013/2-080j-fall-2013.zip,Engineering,Structural Mechanics,Mechanical Engineering,2-080j-structural-mechanics-fall-2013,mechanical-engineering
Linguistics,3.74 MB,Semantics,https://ocw.mit.edu/courses/linguistics-and-philosophy/24-921-special-topics-in-linguistics-genericity-spring-2007/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/24/24-921-spring-2007/24-921-spring-2007.zip,Humanities,Special Topics in Linguistics: Genericity,Linguistics and Philosophy,24-921-special-topics-in-linguistics-genericity-spring-2007,linguistics-and-philosophy
Economics,6.21 MB,International Development,https://ocw.mit.edu/courses/urban-studies-and-planning/11-948-the-politics-of-reconstructing-iraq-spring-2005/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/11/11-948-spring-2005/11-948-spring-2005.zip,Social Science,The Politics of Reconstructing Iraq,Urban Studies and Planning,11-948-the-politics-of-reconstructing-iraq-spring-2005,urban-studies-and-planning
Global Poverty,20.00 MB,,https://ocw.mit.edu/resources/res-14-002-abdul-latif-jameel-poverty-action-lab-executive-training-evaluating-social-programs-2011-spring-2011/download-resource-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/RES/res-14-002-spring-2011/res-14-002-spring-2011.zip,Society,Abdul Latif Jameel Poverty Action Lab Executive Training: Evaluating Social Programs 2011,Abdul Latif Jameel Poverty Action Lab Executive Training: Evaluating Social Programs 2011,res-14-002-abdul-latif-jameel-poverty-action-lab-executive-training-evaluating-social-programs-2011-spring-2011,resources
Topology and Geometry,4.80 MB,,https://ocw.mit.edu/courses/mathematics/18-238-geometry-and-quantum-field-theory-fall-2002/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/18/18-238-fall-2002/18-238-fall-2002.zip,Mathematics,Geometry and Quantum Field Theory,Mathematics,18-238-geometry-and-quantum-field-theory-fall-2002,mathematics
